-110	-110	-14
-110	-108	-12,54666667
-110	-106	-11,12
-110	-104	-9,72
-110	-102	-8,346666667
-110	-100	-7
-110	-98	-5,68
-110	-96	-4,386666667
-110	-94	-3,12
-110	-92	-1,88
-110	-90	-0,666666667
-110	-88	0,52
-110	-86	1,68
-110	-84	2,813333333
-110	-82	3,92
-110	-80	5
-110	-78	6,053333333
-110	-76	7,08
-110	-74	8,08
-110	-72	9,053333333
-110	-70	10
-110	-68	10,92
-110	-66	11,81333333
-110	-64	12,68
-110	-62	13,52
-110	-60	14,33333333
-110	-58	15,12
-110	-56	15,88
-110	-54	16,61333333
-110	-52	17,32
-110	-50	18
-110	-48	18,65333333
-110	-46	19,28
-110	-44	19,88
-110	-42	20,45333333
-110	-40	21
-110	-38	21,52
-110	-36	22,01333333
-110	-34	22,48
-110	-32	22,92
-110	-30	23,33333333
-110	-28	23,72
-110	-26	24,08
-110	-24	24,41333333
-110	-22	24,72
-110	-20	25
-110	-18	25,25333333
-110	-16	25,48
-110	-14	25,68
-110	-12	25,85333333
-110	-10	26
-110	-8	26,12
-110	-6	26,21333333
-110	-4	26,28
-110	-2	26,32
-110	0	26,33333333
-110	2	26,32
-110	4	26,28
-110	6	26,21333333
-110	8	26,12
-110	10	26
-110	12	25,85333333
-110	14	25,68
-110	16	25,48
-110	18	25,25333333
-110	20	25
-110	22	24,72
-110	24	24,41333333
-110	26	24,08
-110	28	23,72
-110	30	23,33333333
-110	32	22,92
-110	34	22,48
-110	36	22,01333333
-110	38	21,52
-110	40	21
-110	42	20,45333333
-110	44	19,88
-110	46	19,28
-110	48	18,65333333
-110	50	18
-110	52	17,32
-110	54	16,61333333
-110	56	15,88
-110	58	15,12
-110	60	14,33333333
-110	62	13,52
-110	64	12,68
-110	66	11,81333333
-110	68	10,92
-110	70	10
-110	72	9,053333333
-110	74	8,08
-110	76	7,08
-110	78	6,053333333
-110	80	5
-110	82	3,92
-110	84	2,813333333
-110	86	1,68
-110	88	0,52
-110	90	-0,666666667
-110	92	-1,88
-110	94	-3,12
-110	96	-4,386666667
-110	98	-5,68
-110	100	-7
-110	102	-8,346666667
-110	104	-9,72
-110	106	-11,12
-110	108	-12,54666667
-110	110	-14
-108	-110	-12,54666667
-108	-108	-11,09333333
-108	-106	-9,666666667
-108	-104	-8,266666667
-108	-102	-6,893333333
-108	-100	-5,546666667
-108	-98	-4,226666667
-108	-96	-2,933333333
-108	-94	-1,666666667
-108	-92	-0,426666667
-108	-90	0,786666667
-108	-88	1,973333333
-108	-86	3,133333333
-108	-84	4,266666667
-108	-82	5,373333333
-108	-80	6,453333333
-108	-78	7,506666667
-108	-76	8,533333333
-108	-74	9,533333333
-108	-72	10,50666667
-108	-70	11,45333333
-108	-68	12,37333333
-108	-66	13,26666667
-108	-64	14,13333333
-108	-62	14,97333333
-108	-60	15,78666667
-108	-58	16,57333333
-108	-56	17,33333333
-108	-54	18,06666667
-108	-52	18,77333333
-108	-50	19,45333333
-108	-48	20,10666667
-108	-46	20,73333333
-108	-44	21,33333333
-108	-42	21,90666667
-108	-40	22,45333333
-108	-38	22,97333333
-108	-36	23,46666667
-108	-34	23,93333333
-108	-32	24,37333333
-108	-30	24,78666667
-108	-28	25,17333333
-108	-26	25,53333333
-108	-24	25,86666667
-108	-22	26,17333333
-108	-20	26,45333333
-108	-18	26,70666667
-108	-16	26,93333333
-108	-14	27,13333333
-108	-12	27,30666667
-108	-10	27,45333333
-108	-8	27,57333333
-108	-6	27,66666667
-108	-4	27,73333333
-108	-2	27,77333333
-108	0	27,78666667
-108	2	27,77333333
-108	4	27,73333333
-108	6	27,66666667
-108	8	27,57333333
-108	10	27,45333333
-108	12	27,30666667
-108	14	27,13333333
-108	16	26,93333333
-108	18	26,70666667
-108	20	26,45333333
-108	22	26,17333333
-108	24	25,86666667
-108	26	25,53333333
-108	28	25,17333333
-108	30	24,78666667
-108	32	24,37333333
-108	34	23,93333333
-108	36	23,46666667
-108	38	22,97333333
-108	40	22,45333333
-108	42	21,90666667
-108	44	21,33333333
-108	46	20,73333333
-108	48	20,10666667
-108	50	19,45333333
-108	52	18,77333333
-108	54	18,06666667
-108	56	17,33333333
-108	58	16,57333333
-108	60	15,78666667
-108	62	14,97333333
-108	64	14,13333333
-108	66	13,26666667
